date,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,Volatility,MA_diff,ADX,Moving Average Slope,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Range,Doji,Three Crows Pattern,Hammer_Signal,Close
2024-04-01 18:05:00,0.000980336668563453,15.608039348710989,10.961171436309815,10.974269455430745,10.948073417188885,10.886225019182477,10.866926860809325,0.005711742004431205,0.06474467686244445,26.038146805169678,-7.893114673849868e-05,-0.0002209750030081059,0.004220008850097656,10.95292043685913,10.951784610748291,0.0012102127075195312,0.004220008850097656,0,-1,0,10.950969696044922
2024-04-01 18:10:00,0.0005829768175704686,17.982551326012413,10.960389947891235,10.97387308086907,10.9469068149134,10.887080948693411,10.867475718543643,0.005113301001113451,0.06432934488569053,25.827203694899218,-7.178345505070334e-05,4.0233654772903193e-05,0.0041103363037109375,10.95234489440918,10.95214033126831,0.00022029876708984375,0.0041103363037109375,0,0,0,10.951410293579102
2024-04-01 18:15:00,0.0005368511630194917,29.884972170686453,10.959720468521118,10.972615951278215,10.946824985764021,10.88797823360988,10.868016765231179,0.004642104091114306,0.0681317670004713,25.676563463324715,-5.275375989009591e-05,0.00042914171830510384,0.007160186767578125,10.955679893493652,10.954104900360107,0.002349853515625,0.007160186767578125,0,0,0,10.956110000610352
2024-04-01 18:20:00,0.00032979610732297715,28.102864719634326,10.95893998146057,10.97136705427227,10.946512908648872,10.8888245173863,10.868567621140253,0.00423273841737731,0.06450552259172682,25.457643973827057,-6.106921604701451e-05,-0.00025373610087608967,0.006119728088378906,10.95628023147583,10.955605030059814,0.0013899803161621094,0.006119728088378906,0,0,0,10.953330039978027
2024-04-01 18:25:00,0.00018705819405440138,35.42610213154943,10.958149003982545,10.969702388126233,10.946595619838856,10.889705235617502,10.869119716825939,0.0034314484125846385,0.0640749386378694,25.399836915773903,-3.4132782293916364e-05,4.10956554490749e-05,0.007319450378417969,10.954659938812256,10.9535551071167,0.000225067138671875,0.007319450378417969,1,0,0,10.953780174255371
2024-04-01 18:30:00,0.0001494484986004352,40.93422464306346,10.957346963882447,10.967202442022014,10.94749148574288,10.890607159478323,10.869701049441383,0.00241068348587925,0.06450243677411827,25.26818296223835,-2.1379821154481654e-05,0.00012136650324556797,0.0049896240234375,10.953744888305664,10.953934669494629,0.0006647109985351562,0.0049896240234375,0,0,0,10.955109596252441
2024-04-01 18:35:00,0.0001029851674445581,45.24102704428331,10.95676794052124,10.965690574428189,10.947845306614292,10.891528585978916,10.870265097845168,0.001990677827276132,0.06333114760262681,25.258932479514524,-1.0154685195575195e-05,-2.280786592800954e-05,0.0052700042724609375,10.954025268554688,10.954654693603516,0.00012493133544921875,0.0052700042724609375,1,0,0,10.954859733581543
2024-04-01 18:40:00,-5.620087700641818e-05,43.11731212239753,10.956134939193726,10.96421141652361,10.948058461863841,10.892397015435355,10.870870953514462,0.0016797892613417045,0.0604228087833949,25.34863235909029,-1.5409625306439523e-05,-0.0001862104501931805,0.005999565124511719,10.954619884490967,10.954484939575195,0.0010199546813964844,0.005999565124511719,0,0,0,10.95281982421875
2024-04-01 18:45:00,-0.00014128473913466166,46.061155739828976,10.955488967895509,10.962008307550446,10.94896962824057,10.893275730950492,10.871471146174839,0.001571926073326657,0.06025458063398048,25.434451084549504,-8.875009964905343e-06,6.486798624694146e-05,0.0035600662231445312,10.954129695892334,10.953175067901611,0.0003552436828613281,0.0035600662231445312,0,0,-1,10.953530311584473
2024-04-01 18:50:00,-0.00022297318440855918,48.1555063891272,10.954888010025025,10.95955117865158,10.95022484139847,10.894167736598424,10.87208948135376,0.0015307747893643585,0.05911271231514981,25.420172227232943,-3.975264880194475e-06,-2.28111543758569e-05,0.0040302276611328125,10.95407485961914,10.954070091247559,0.00012493133544921875,0.0040302276611328125,0,0,0,10.953280448913574
