date,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,MA_diff,ADX,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Volatility,Range,Doji,Hammer_Signal,Engulfing,Harami,Three_crows,Open,High,Low,Close
2024-01-05 14:00:00,-0.7580433641842319,50.1243925099048,7684.09296875,7727.347819996909,7640.838117503092,7692.580078125,7692.580078125,0.0,9.912868580051308,0.0008137407165640376,21.27978515625,7682.119873046875,7682.3701171875,3.1298828125,12.248652476181709,21.27978515625,0,0,0,0,0,7672.16015625,7692.759765625,7671.47998046875,7692.580078125
2024-01-05 15:00:00,0.5074660528598542,51.14435402225087,7685.502954101563,7728.749848000699,7642.256060202427,7695.7099609375,7695.7099609375,3.1298828125,9.912868580051308,0.0008137407165640376,16.080078125,7696.830078125,7695.98486328125,3.1298828125,12.248652476181709,16.080078125,0,0,0,0,0,7693.1298828125,7704.8701171875,7688.7900390625,7698.83984375
2024-01-05 16:00:00,0.9206483277439474,47.95763036051129,7686.224951171875,7729.166807905119,7643.2830944386305,7693.393229166667,7693.393229166667,-4.63346354166697,9.912868580051308,-0.001309298326706121,14.080078125,7695.14990234375,7693.739990234375,5.0400390625,12.248652476181709,14.080078125,0,0,0,0,0,7698.72021484375,7702.18994140625,7688.10986328125,7688.759765625
2024-01-08 08:00:00,0.08342824077135447,42.05210215342546,7685.9974365234375,7729.264788210311,7642.730084836564,7687.3424072265625,7687.3424072265625,-18.1524658203125,9.912868580051308,-0.0025452510957935104,28.1298828125,7675.44482421875,7679.349853515625,9.784912109375,12.248652476181709,28.1298828125,0,0,0,0,0,7689.509765625,7689.509765625,7661.3798828125,7669.18994140625
2024-01-08 09:00:00,-0.9222830030039404,42.816374117816686,7685.211938476563,7729.5499546932415,7640.873922259884,7682.587890625,7682.587890625,-19.01806640625,9.912868580051308,-0.0007328175766200262,34.88037109375,7653.489990234375,7666.454833984375,2.81005859375,12.248652476181709,34.88037109375,0,1,0,0,0,7669.33984375,7670.93017578125,7636.0498046875,7663.56982421875
2024-01-08 10:00:00,-1.858883675139623,37.23112782638215,7683.442431640625,7728.679114866763,7638.205748414487,7679.028238932292,7679.028238932292,-17.79825846354197,9.912868580051308,-0.0003053203407380467,10.2998046875,7664.85986328125,7662.389892578125,1.169921875,12.248652476181709,10.2998046875,0,-1,0,0,0,7663.5498046875,7670.009765625,7659.7099609375,7661.22998046875
2024-01-08 11:00:00,-2.272123249197648,34.97053480437768,7682.166430664062,7727.806847543455,7636.52601378467,7677.257045200893,7677.257045200893,-10.627162388393117,9.912868580051308,0.0007048349099969542,16.3701171875,7661.69482421875,7663.994873046875,2.699951171875,12.248652476181709,16.3701171875,0,0,0,0,0,7661.35986328125,7669.8798828125,7653.509765625,7666.6298828125
2024-01-08 12:00:00,-1.763499390733159,36.88561821851793,7681.44794921875,7726.701770183218,7636.194128254282,7677.6536865234375,7677.6536865234375,2.7764892578125,9.912868580051308,0.001800046849749215,15.7900390625,7672.56494140625,7673.530029296875,6.900146484375,12.248652476181709,15.7900390625,0,0,1,0,0,7666.6298828125,7680.4599609375,7664.669921875,7680.43017578125
2024-01-08 13:00:00,-1.508008183169295,51.506496625957986,7680.5099609375,7725.240525240553,7635.779396634447,7677.643283420139,7677.643283420139,-0.08322482638868678,9.912868580051308,-0.00037369224402949985,9.8203125,7679.830078125,7678.985107421875,1.43505859375,12.248652476181709,9.8203125,0,0,0,-1,0,7680.41015625,7684.740234375,7674.919921875,7677.56005859375
2024-01-08 14:00:00,-0.9461633833143424,61.28335957832589,7679.627465820313,7723.342491485553,7635.9124401550725,7678.211962890625,7678.211962890625,5.118115234375182,9.912868580051308,0.0007515433923295234,12.9697265625,7677.205078125,7680.455078125,2.885009765625,12.248652476181709,12.9697265625,0,0,0,0,0,7677.580078125,7683.68994140625,7670.72021484375,7683.330078125
2024-01-08 15:00:00,-0.45158044878007786,64.38482965502465,7679.233471679688,7722.627808198647,7635.839135160729,7678.72998046875,7678.72998046875,5.18017578125,9.912868580051308,7.549826951347427e-05,13.43017578125,7680.945068359375,7683.610107421875,0.2900390625,12.248652476181709,13.43017578125,1,0,0,0,0,7683.31005859375,7687.66015625,7674.22998046875,7683.91015625
2024-01-08 16:00:00,0.14354608027770155,64.24355069096666,7678.198486328125,7719.660414180456,7636.736558475794,7679.434163411458,7679.434163411458,7.74601236979197,9.912868580051308,0.00042556712204522285,9.68017578125,7682.340087890625,7685.565185546875,1.635009765625,12.248652476181709,9.68017578125,0,0,0,0,2,7683.9501953125,7687.18017578125,7677.5,7687.18017578125
2024-01-09 08:00:00,1.3106422997161644,67.6289134797854,7677.158984375,7715.143962503376,7639.174006246623,7680.926908052885,7680.926908052885,17.912935697115245,9.912868580051308,0.0015167678787448846,24.7900390625,7705.10498046875,7696.514892578125,5.829833984375,12.248652476181709,24.7900390625,0,-1,1,0,2,7694.18994140625,7717.5,7692.7099609375,7698.83984375
2024-01-09 09:00:00,2.1199045271696377,61.29784020069602,7675.60048828125,7706.727227425958,7644.473749136543,7682.068568638393,7682.068568638393,14.841587611606883,9.912868580051308,-0.0002506465310571082,22.150390625,7689.60498046875,7697.78515625,0.96484375,12.248652476181709,22.150390625,0,0,0,-1,0,7698.66015625,7700.68017578125,7678.52978515625,7696.91015625
2024-01-09 10:00:00,2.7797698347358164,52.70958222396454,7676.790478515625,7709.386726849509,7644.194230181742,7683.093326822916,7683.093326822916,14.346614583333576,9.912868580051308,6.883088739439991e-05,9.1201171875,7697.1201171875,7697.169921875,0.264892578125,12.248652476181709,9.1201171875,1,0,0,0,0,7696.89990234375,7701.68017578125,7692.56005859375,7697.43994140625
2024-01-09 11:00:00,2.594423666512739,43.159301130524156,7678.2559814453125,7709.629418130589,7646.882544760036,7683.264984130859,7683.264984130859,2.574859619140625,9.912868580051308,-0.001507007231566715,13.80029296875,7691.429931640625,7691.56982421875,5.800048828125,12.248652476181709,13.80029296875,0,0,-1,0,0,7697.2998046875,7698.330078125,7684.52978515625,7685.83984375
2024-01-09 12:00:00,2.829555890368283,52.172156420779544,7680.336987304688,7709.583774456912,7651.090200152464,7683.822926240809,7683.822926240809,8.927073759191444,9.912868580051308,0.0008990762740936908,10.76953125,7690.625,7689.409912109375,3.455078125,12.256795423978861,10.76953125,0,0,0,1,0,7686.06982421875,7696.009765625,7685.240234375,7692.75
2024-01-09 13:00:00,2.8735425396062055,64.53861531986531,7682.133471679687,7709.114761550849,7655.152181808526,7684.209418402777,7684.209418402777,6.570366753472626,9.912868580051308,-0.00025611320317830977,14.09033203125,7685.905029296875,7691.77490234375,0.985107421875,11.762417483344427,14.09033203125,0,1,0,0,-2,7692.77001953125,7692.9501953125,7678.85986328125,7690.77978515625
2024-01-09 14:00:00,2.4342503102088813,62.92033979804456,7683.5584716796875,7707.261601071297,7659.855342288078,7684.158922697368,7684.158922697368,-0.9089226973683253,9.912868580051308,-0.0009790665402724663,12.56005859375,7687.760009765625,7686.9951171875,3.764892578125,11.662299291840137,12.56005859375,0,0,0,0,0,7690.740234375,7694.0400390625,7681.47998046875,7683.25
2024-01-09 15:00:00,2.0446401076287657,64.72163235158342,7684.102465820312,7707.1946727157565,7661.010258924868,7684.102465820312,7684.102465820312,-1.072680664062318,9.912868580051308,-2.8661678814323466e-05,19.02001953125,7684.699951171875,7683.044921875,0.110107421875,11.150410101387944,19.02001953125,1,0,0,0,0,7683.06005859375,7694.2099609375,7675.18994140625,7683.02978515625
2024-01-09 16:00:00,1.8801119409154126,63.45838570413684,7683.7669677734375,7706.533245206993,7661.000690339882,7684.186639694941,7684.186639694941,1.6834774925591773,9.912868580051308,0.00036968905635870186,5.3701171875,7685.18505859375,7684.385009765625,1.420166015625,9.924357431052309,5.3701171875,0,0,0,0,0,7682.89990234375,7687.8701171875,7682.5,7685.8701171875
2024-01-10 08:00:00,0.8346935564813975,43.363479007607985,7682.3634765625,7704.673608391993,7660.053344733007,7683.576793323864,7683.576793323864,-12.806773792613967,9.912868580051308,-0.0019646568867306424,27.60986328125,7670.155029296875,7677.364990234375,7.550048828125,8.709415051232694,27.60986328125,0,0,0,0,0,7683.9599609375,7683.9599609375,7656.35009765625,7670.77001953125
2024-01-10 09:00:00,0.32295034866274364,49.25242944277887,7681.746997070312,7703.994244189372,7659.499749951253,7683.266070822011,7683.266070822011,-6.835895040760988,9.912868580051308,0.000737886318529668,11.6904296875,7674.625,7673.550048828125,2.830078125,7.657117611518645,11.6904296875,0,0,0,0,0,7670.669921875,7680.47021484375,7668.77978515625,7676.43017578125
2024-01-10 10:00:00,-0.9904633863643539,37.008733624454145,7681.35,7704.792023126549,7657.907976873452,7682.348734537761,7682.348734537761,-21.09873453776072,9.912868580051308,-0.0019775045735637153,17.14013671875,7668.090087890625,7668.840087890625,7.590087890625,9.658620585752642,17.14013671875,0,0,0,0,0,7676.43017578125,7676.66015625,7659.52001953125,7661.25
2024-01-10 11:00:00,-2.3688853409030344,34.28469168072104,7680.952001953125,7705.887759697432,7656.016244208818,7681.2791796875,7681.2791796875,-25.66931640624989,9.912868580051308,-0.0007361901411323535,12.93017578125,7659.864990234375,7658.514892578125,2.820068359375,11.878560185958026,12.93017578125,0,0,0,0,0,7661.419921875,7666.330078125,7653.39990234375,7655.60986328125
2024-01-10 12:00:00,-3.0753279337704953,36.45830602324984,7680.988500976562,7705.804560779919,7656.172441173206,7680.5361328125,7680.5361328125,-18.576171875,9.912868580051308,0.000829469861925336,17.0,7663.2900390625,7658.8349609375,3.175048828125,12.955448789418208,17.0,0,0,1,0,0,7655.7099609375,7671.7900390625,7654.7900390625,7661.9599609375
2024-01-10 13:00:00,-3.69423117376391,26.904331119348882,7680.685498046875,7706.372443919412,7654.998552174338,7679.79663990162,7679.79663990162,-19.226815682870438,9.912868580051308,-0.00018143356606370453,12.169921875,7665.28515625,7661.19482421875,0.695068359375,13.934059724403372,12.169921875,0,0,0,-1,0,7661.81982421875,7671.3701171875,7659.2001953125,7660.56982421875
2024-01-10 14:00:00,-4.253354021424457,26.98895043955848,7679.608984375,7707.083414597317,7652.1345541526825,7679.050327845982,7679.050327845982,-20.150425502231883,9.912868580051308,-0.00021798925058036378,14.60986328125,7659.525146484375,7659.669921875,0.8349609375,14.748256149898928,14.60986328125,0,0,0,0,0,7660.43994140625,7666.830078125,7652.22021484375,7658.89990234375
2024-01-10 15:00:00,-5.026228118717881,24.66052081142996,7678.3669921875,7708.361614299738,7648.372370075262,7677.626761300223,7678.1423929148705,-24.906546456472825,9.912868580051308,-0.0008068635938314195,13.8798828125,7654.31005859375,7655.78515625,3.08984375,15.046458410098603,13.8798828125,0,0,0,0,0,7658.85009765625,7661.25,7647.3701171875,7652.72021484375
2024-01-10 16:00:00,-5.639473366608399,28.128708121891492,7676.80048828125,7708.902217385664,7644.698759176837,7675.953909737723,7677.270979817708,-23.953909737722825,9.912868580051308,-9.41122664268601e-05,5.18017578125,7654.590087890625,7652.47998046875,0.360107421875,15.050460049379064,5.18017578125,0,-1,0,0,0,7652.9599609375,7657.18017578125,7652.0,7652.0
2024-01-11 08:00:00,-4.112025294628438,46.32697791708892,7676.861987304687,7709.025718167849,7644.698256441526,7675.824637276785,7677.524823588709,9.315499441964675,9.912868580051308,0.004330911751012856,41.4296875,7673.1650390625,7668.795166015625,16.570068359375,14.06830746231283,41.4296875,0,0,1,0,0,7652.4501953125,7693.8798828125,7652.4501953125,7685.14013671875
2024-01-11 09:00:00,-4.36747095926512,37.69854207500201,7675.4759765625,7708.152530243203,7642.799422881798,7675.477137974331,7676.960296630859,-16.017177036830617,9.912868580051308,-0.0033415364358228006,32.39013671875,7668.885009765625,7672.094970703125,12.840087890625,13.930523127610297,32.39013671875,0,0,0,-1,0,7684.72998046875,7685.080078125,7652.68994140625,7659.4599609375
