date,Adj Close,MACD,MACD_Signal,RSI,Moving Average,Moving Average1,Moving Average2,Volatility,MA_diff,MA1_diff,MA2_diff,Trend_MA,Fibonacci_23,Fibonacci_38,Fibonacci_50,Fibonacci_61,Fibonacci_78,Open,High,Low,Close
2024-03-01 00:40:00,1.08119797706604,0.00014291291054191468,0.00010843626032155061,64.70447044704471,1.08119797706604,1.08119797706604,1.08119797706604,0.0,0.0,0.0,0.0,0,1.0820920691490172,1.0819212086200714,1.0817831158638,1.0816450231075287,1.0814484164714813,1.08119797706604,1.0813149213790894,1.08119797706604,1.08119797706604
2024-03-01 00:45:00,1.08119797706604,0.00014541912715171357,0.0001158328336875832,64.70447044704471,1.08119797706604,1.08119797706604,1.08119797706604,0.0,0.0,0.0,0.0,0,1.0820920691490172,1.0819212086200714,1.0817831158638,1.0816450231075287,1.0814484164714813,1.08119797706604,1.08119797706604,1.08119797706604,1.08119797706604
2024-03-01 00:50:00,1.0814317464828491,0.0001643737617094132,0.0001255410192919492,66.66666666666666,1.0812759002049763,1.0812759002049763,1.0812759002049763,0.00011019995990651043,0.00015584627787279537,0.00015584627787279537,0.00015584627787279537,1,1.0821472387313842,1.0820105085372924,1.0819000005722046,1.0817894926071168,1.0816321592330933,1.08119797706604,1.0814317464828491,1.08119797706604,1.0814317464828491
2024-03-01 00:55:00,1.0814317464828491,0.00017735105360827674,0.00013590302615521473,70.58682347293892,1.0813148617744446,1.0813148617744446,1.0813148617744446,0.00011688470840456877,0.00011688470840454102,0.00011688470840454102,0.00011688470840454102,1,1.0821472387313842,1.0820105085372924,1.0819000005722046,1.0817894926071168,1.0816321592330933,1.0814317464828491,1.081548810005188,1.0814317464828491,1.0814317464828491
2024-03-01 01:00:00,1.081548810005188,0.00019483575356060712,0.0001476895716362932,70.59035277177826,1.0813616514205933,1.0813616514205933,1.0813616514205933,0.00014030934392951958,0.00018715858459472656,0.00018715858459472656,0.00018715858459472656,1,1.0821472387313842,1.0820105085372924,1.0819000005722046,1.0817894926071168,1.0816321592330933,1.0814317464828491,1.081548810005188,1.0814317464828491,1.081548810005188
2024-03-01 01:05:00,1.0814317464828491,0.00019697584144418023,0.0001575468255978706,70.58188362327535,1.0813733339309692,1.0813733339309692,1.0813733339309692,0.00013072107164378987,5.841255187988281e-05,5.841255187988281e-05,5.841255187988281e-05,1,1.0821472387313842,1.0820105085372924,1.0819000005722046,1.0817894926071168,1.0816321592330933,1.0814317464828491,1.081548810005188,1.0814317464828491,1.0814317464828491
2024-03-01 01:10:00,1.081548810005188,0.000205746210184099,0.00016718670251511628,72.21844550192613,1.0813984019415719,1.0813984019415719,1.0813984019415719,0.00013571030488528698,0.00015040806361610315,0.00015040806361610315,0.00015040806361610315,1,1.0821748657226562,1.0820552268028258,1.081958532333374,1.0818618378639222,1.0817241711616516,1.0814317464828491,1.081548810005188,1.0814317464828491,1.081548810005188
2024-03-01 01:15:00,1.081548810005188,0.00021027289554798045,0.00017580394112168914,72.21844550192613,1.081417202949524,1.081417202949524,1.081417202949524,0.00013634321140281022,0.0001316070556640625,0.0001316070556640625,0.0001316070556640625,1,1.0821748657226562,1.0820552268028258,1.081958532333374,1.0818618378639222,1.0817241711616516,1.081548810005188,1.0816657543182373,1.081548810005188,1.081548810005188
2024-03-01 01:20:00,1.0816657543182373,0.00022075206266558567,0.00018479356543046844,73.6811034186658,1.0814448197682698,1.0814448197682698,1.0814448197682698,0.00015041769811485807,0.00022093454996752193,0.00022093454996752193,0.00022093454996752193,1,1.082202464580536,1.0820998995304107,1.0820170044898987,1.0819341094493866,1.0818160893917084,1.0816657543182373,1.0816657543182373,1.0816657543182373,1.0816657543182373
2024-03-01 01:25:00,1.0816657543182373,0.00022644654331127612,0.00019312416100663,70.58717687278835,1.0814669132232666,1.0814669132232666,1.0814669132232666,0.000157340466183355,0.00019884109497070312,0.00019884109497070312,0.00019884109497070312,1,1.082202464580536,1.0820998995304107,1.0820170044898987,1.0819341094493866,1.0818160893917084,1.0816657543182373,1.0817828178405762,1.0816657543182373,1.0816657543182373
