date,Doji,Three Crows Pattern,Hammer_Signal,Engulfing,Harami,Three_crows,Piercing,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average1,Moving Average2,Moving Average3,Volatility,Log Returns,RSI,Stochastic,Close
2024-03-07 18:55:00,0,0,1,0,0,0,0,-5.5717372163477386e-05,0.00279998779296875,-0.0006399154663085938,0.0,-0.0002690397142387711,10.406700134277344,10.406700134277344,10.406700134277344,0.0,-5.571892443391701e-05,51.21922853266136,65.7872657779435,10.406700134277344
2024-03-07 19:00:00,0,0,0,0,0,0,0,-5.5717372163477386e-05,0.0035600662231445312,-0.00070953369140625,0.00016046036638114314,-0.00018162903835946642,10.406410217285156,10.406410217285156,10.406410217285156,0.0002899169921875,-5.571892443391701e-05,51.21922853266136,65.7872657779435,10.406120300292969
2024-03-07 19:05:00,0,0,0,1,0,0,0,0.00013068806523114374,0.006030082702636719,0.004139900207519531,0.0005304871068628149,-4.903431274561264e-05,10.407413482666016,10.407413482666016,10.407413482666016,0.0014384427078503491,0.0003170432391062707,51.21922853266136,65.7872657779435,10.409420013427734
2024-03-07 19:10:00,0,0,0,0,-1,0,0,-7.667130808760211e-06,0.003940582275390625,-0.0027799606323242188,0.00011149917465873878,-0.000267066634453758,10.407175064086914,10.407175064086914,10.407175064086914,0.0013123903094766844,-0.00028441796584389024,51.21922853266136,65.7872657779435,10.40645980834961
2024-03-07 19:15:00,0,0,0,0,0,0,0,-3.072293782552249e-05,0.0033407211303710938,-0.0010395050048828125,0.00016917211237133846,-0.0001518516739974582,10.406824111938477,10.406824111938477,10.406824111938477,0.0013676857466166101,-9.98953482499705e-05,51.21922853266136,65.7872657779435,10.405420303344727
2024-03-07 19:20:00,0,0,0,0,0,0,0,-8.85878879014923e-05,0.004519462585449219,-0.00341033935546875,9.60502276702009e-05,-0.0003382837693995339,10.40603510538737,10.40603510538737,10.40603510538737,0.002161356118974474,-0.00032009891439690867,51.21922853266136,65.7872657779435,10.402090072631836
2024-03-07 19:25:00,0,0,0,0,0,0,0,-7.187020693599777e-05,0.0030298233032226562,0.00035953521728515625,0.00025377478532972704,-3.749779161844594e-05,10.405512945992607,10.405512945992607,10.405512945992607,0.0023748708189483673,2.7870644273980922e-05,51.21922853266136,65.7872657779435,10.402379989624023
2024-03-07 19:30:00,0,0,0,0,0,0,0,-0.00010780370115801575,0.0037202835083007812,0.0014295578002929688,0.0003576377244449464,0.0,10.40530002117157,10.40530002117157,10.40530002117157,0.0022918047117389453,0.00013741658942365551,51.21922853266136,65.7872657779435,10.403809547424316
2024-03-07 19:35:00,0,0,0,1,0,0,0,-4.398597898069845e-06,0.0037794113159179688,0.00238037109375,0.0003143210788445414,-4.894938935636778e-05,10.405403349134657,10.405403349134657,10.405403349134657,0.0021804095126784022,0.00023262093506337445,51.21922853266136,65.7872657779435,10.406229972839355
2024-03-07 19:40:00,0,0,0,0,-1,0,0,-2.3626066806081704e-05,0.0029296875,-0.0019702911376953125,7.010855370177746e-05,-0.00021142540312418378,10.405282020568848,10.405282020568848,10.405282020568848,0.002100298232778628,-0.00019604691935740082,51.21922853266136,65.7872657779435,10.404190063476562
2024-03-07 19:45:00,0,0,0,0,0,0,0,9.438202894429537e-06,0.00337982177734375,-0.002719879150390625,2.6854254172124588e-05,-0.00029796307274258376,10.405036406083541,10.405036406083541,10.405036406083541,0.002147904665214015,-0.00015473831105778616,51.21922853266136,65.7872657779435,10.402580261230469
2024-03-07 19:50:00,0,0,0,0,0,0,0,-4.606931487338706e-06,0.0019998550415039062,-0.0005903244018554688,0.00011056051891203682,-8.168277143501227e-05,10.404795010884603,10.404795010884603,10.404795010884603,0.0022068132324045515,-4.2355536227906415e-05,51.21922853266136,65.7872657779435,10.402139663696289
2024-03-07 19:55:00,0,0,0,0,0,0,0,-2.092544175547051e-05,0.004179954528808594,0.0005807876586914062,0.00025092977871789095,-0.00015090625347813244,10.404635429382324,10.404635429382324,10.404635429382324,0.0021911189910502615,5.5831921544277345e-05,51.21922853266136,65.7872657779435,10.40272045135498
2024-03-07 20:00:00,0,0,0,0,0,0,0,2.0590083696858662e-05,0.004580497741699219,0.00341033935546875,0.0003297196173272471,-0.00011054819530071172,10.40482575552804,10.40482575552804,10.40482575552804,0.002220132029947062,0.0004401287498032419,51.21922853266136,65.7872657779435,10.407299995422363
2024-03-07 20:05:00,0,0,-1,0,0,0,0,4.749818956812923e-05,0.0031604766845703125,0.000690460205078125,0.0002700832611614405,-3.363439322913087e-05,10.404822894505092,10.404948043823243,10.404948043823243,0.002217739245277136,-6.148906447329387e-05,49.920652913171615,59.53202200055934,10.406660079956055
2024-03-07 20:10:00,0,0,0,0,0,0,0,5.8264160514354124e-05,0.0047092437744140625,-0.0017099380493164062,0.00013351213146024153,-0.0003189812831936175,10.404786450522286,10.404989421367645,10.404989421367645,0.0022002427643484064,-0.00010090157536443543,49.00775251307541,49.26820173394239,10.405610084533691
2024-03-07 20:15:00,1,0,0,0,0,0,0,3.828692382441545e-05,0.0027894973754882812,4.9591064453125e-05,0.00012392903815941912,-0.00014418666939701647,10.404408591134208,10.40493886611041,10.40493886611041,0.0017875984048391037,-0.00014225093987975558,38.92858568520219,36.21459060923555,10.404129981994629
2024-03-07 20:20:00,0,0,0,-1,0,0,0,1.3480765525208938e-05,0.0027303695678710938,-0.0007991790771484375,0.00011347788166676826,-0.0001489511774705157,10.404191493988037,10.404854509565565,10.404854509565565,0.0017080943975916227,-6.819963686338339e-05,42.977391917500334,34.71947961435707,10.403420448303223
2024-03-07 20:25:00,0,0,0,0,1,0,0,-6.937587597741768e-05,0.00222015380859375,0.0002307891845703125,0.00013750343987772095,-7.590189881250196e-05,10.404067925044469,10.404793237384997,10.404793237384997,0.0016770217090329338,2.5942076661093597e-05,45.85541948455493,38.00673713555581,10.403690338134766
2024-03-07 20:30:00,0,0,0,0,0,0,0,-0.0001091819221253676,0.004910469055175781,-0.0031499862670898438,0.0001634352232329907,-0.0003085378358958198,10.403988633837018,10.404602575302125,10.404602575302125,0.0017910294991994148,-0.00026055134535323167,47.25911274371292,4.994772912068765,10.400979995727539
2024-03-07 20:35:00,0,0,-1,0,0,0,0,-8.36112053006266e-05,0.002590179443359375,0.0002803802490234375,0.00024903224930952235,0.0,10.40390866143363,10.404443422953287,10.404443422953287,0.0018836728919267355,2.6956735815946348e-05,47.23426309837919,8.409803693808806,10.401260375976562
2024-03-07 20:40:00,0,0,0,1,0,0,0,-3.2094253967174244e-05,0.00299072265625,0.0012102127075195312,0.00022885433192551855,-5.8680597929620144e-05,10.403812272208077,10.404353271831166,10.404353271831166,0.001920445803819399,0.00011533728237264654,46.62822284706668,23.02241839934952,10.402460098266602
2024-03-07 20:45:00,0,0,0,0,-1,0,0,-2.4615537666639042e-05,0.0023097991943359375,-0.00030040740966796875,0.0001528271323441711,-6.921684758239303e-05,10.403520107269287,10.404257027999215,10.404257027999215,0.0018398537823601784,-3.080420426296906e-05,38.58154517863799,19.119526077360902,10.402139663696289
2024-03-07 20:50:00,0,0,0,0,0,0,0,-3.0189078782538736e-05,0.002399444580078125,-0.00021076202392578125,0.000175840150118715,-5.482398841031886e-05,10.40337221963065,10.404167970021566,10.404167970021566,0.0018631224476931196,-1.9252942732021392e-06,43.485566824701436,18.875595307236612,10.402119636535645
2024-03-07 20:55:00,0,0,0,0,0,0,0,1.5570093036365584e-05,0.003970146179199219,-0.000949859619140625,9.525064165837693e-05,-0.00028639365210853657,10.4033157484872,10.40407283782959,10.40407283782959,0.001897927216332989,-3.172204884361493e-05,47.29456301807975,22.499471347007823,10.401789665222168
2024-03-07 21:00:00,1,0,0,0,0,0,0,-4.619072145750636e-06,0.0023603439331054688,-0.00010013580322265625,0.00011919645087983026,-0.00010773525367984659,10.40323577608381,10.403955422914946,10.403955422914946,0.00196809018647236,-7.399146405943116e-05,46.25303204391676,13.967012053288222,10.401020050048828
2024-03-07 21:05:00,0,0,0,0,0,0,0,-4.499901785270932e-05,0.0022897720336914062,-0.0008001327514648438,0.0001326773734648004,-8.747354131680688e-05,10.403050013950892,10.403813362121582,10.403813362121582,0.0021244841806826458,-8.655954073102708e-05,41.47865758390101,3.9860435610065554,10.40011978149414
