date,Adj Close,RSI,Moving Average2,Moving Average3,Volatility,Moving Average Slope,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Open,High,Low,Close
2024-03-27 17:40:00,1.0822510719299316,47.61881691778499,1.0827059260436467,1.0828127492041815,0.00021582408206921437,-5.978710797232318e-07,-0.00010826512245132314,0.00011706352233886719,0.0,0.0,-0.00010816669567267128,1.0822510719299316,1.0822510719299316,1.0821340084075928,1.0822510719299316
2024-03-27 17:45:00,1.08236825466156,50.0,1.082700902223587,1.082808282261803,0.00021056751709218888,-1.1957421594781842e-06,0.00010827684505732016,0.00011718273162841797,0.0,0.0,-0.00010826512245137789,1.08236825466156,1.08236825466156,1.0822510719299316,1.08236825466156
2024-03-27 17:50:00,1.0822510719299316,47.82589463440527,1.0826942035130092,1.082803816454751,0.00020704654313486888,-1.7936132392172764e-06,-0.00010826512245132314,0.00011718273162841797,-0.00011718273162841797,0.0,-0.00010826512245137789,1.08236825466156,1.08236825466156,1.0822510719299316,1.0822510719299316
2024-03-27 17:55:00,1.08236825466156,50.0,1.0826891796929496,1.0827993495123727,0.0001850722178846317,-1.793613239201416e-06,0.00010827684505732016,0.00011718273162841797,0.00011718273162841797,0.00010827684505726667,0.0,1.0822510719299316,1.08236825466156,1.0822510719299316,1.08236825466156
2024-03-27 18:00:00,1.0822510719299316,43.47768390321582,1.0826849945953914,1.0827948837053207,0.00015724084573325543,-2.3914843189563683e-06,-0.00010826512245132314,0.0,0.0,0.0,0.0,1.0822510719299316,1.0822510719299316,1.0822510719299316,1.0822510719299316
2024-03-27 18:05:00,1.0822510719299316,47.61881691778499,1.0826791337558201,1.082790417898269,0.00013802414774062685,-1.793613239201416e-06,0.0,0.0,0.0,0.0,0.0,1.0822510719299316,1.0822510719299316,1.0822510719299316,1.0822510719299316
2024-03-27 18:10:00,1.0822510719299316,44.999491301251396,1.0826741107872555,1.082785952091217,7.483484336681095e-05,-2.3914843189563683e-06,0.0,0.00011718273162841797,-0.00011718273162841797,0.0,-0.00010826512245137789,1.08236825466156,1.08236825466156,1.0822510719299316,1.0822510719299316
2024-03-27 18:15:00,1.08236825466156,52.63186077643909,1.0826690869671958,1.0827814851488387,7.483484336681095e-05,0.0,0.00010827684505732016,0.00011718273162841797,0.0,0.0,-0.00010826512245137789,1.08236825466156,1.08236825466156,1.0822510719299316,1.08236825466156
2024-03-27 18:20:00,1.08236825466156,52.63186077643909,1.0826632252761297,1.0827770182064602,6.90038158263847e-05,1.1951339488217424e-06,0.0,0.00011718273162841797,0.0,0.0,-0.00010826512245137789,1.08236825466156,1.08236825466156,1.0822510719299316,1.08236825466156
2024-03-27 18:25:00,1.0822510719299316,47.36813922356091,1.0826548499720436,1.082771993251074,5.614897697831256e-05,5.9726286906679e-07,-0.00010826512245132314,0.00011718273162841797,-0.00011718273162841797,0.0,-0.00010826512245137789,1.08236825466156,1.08236825466156,1.0822510719299316,1.0822510719299316
2024-03-27 18:30:00,1.08236825466156,50.0,1.082648149558476,1.0827675263086955,5.7990413987754666e-05,5.978710797390921e-07,0.00010827684505732016,0.00011718273162841797,0.0,0.0,-0.00010826512245137789,1.08236825466156,1.08236825466156,1.0822510719299316,1.08236825466156
2024-03-27 18:35:00,1.08236825466156,44.44381641419851,1.0826397725514003,1.0827636185146514,5.859136694650593e-05,5.978710797390921e-07,0.0,0.00011718273162841797,0.00011718273162841797,0.00010827684505726667,0.0,1.0822510719299316,1.08236825466156,1.0822510719299316,1.08236825466156
2024-03-27 18:40:00,1.08236825466156,44.44381641419851,1.0826330721378326,1.082759151572273,5.79904139860881e-05,5.978710797390921e-07,0.0,0.00011718273162841797,0.0,0.00010826512245137789,0.0,1.08236825466156,1.0824854373931885,1.08236825466156,1.08236825466156
