date,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,Moving Average2,Moving Average3,Volatility,MA_diff,ADX,Moving Average Slope,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Range,Doji,Three Crows Pattern,Hammer_Signal,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Moving Average1,Log Returns,Stochastic,Close
2024-04-01 17:20:00,0.006297609713360686,45.14173998044965,10.965173482894897,10.97224519857665,10.958101767213146,10.96162714276995,10.945070698147727,0.0034929809319380915,0.08125216620308962,30.97258920874129,-1.209122794015067e-05,-0.000106761695887303,0.0042400360107421875,10.959739685058594,10.960579872131348,0.0005850791931152344,0.0042400360107421875,0,0,0,-0.0001302375839232095,0.0042400360107421875,-0.002559661865234375,0.0,-0.0003867989671092989,10.965590681348528,-0.00010676739532281524,10.757677513889737,10.95930004119873
2024-04-01 17:25:00,0.005436155420778022,40.93302967760302,10.964972972869873,10.972751688549746,10.95719425719,10.962024995258876,10.94657259895688,0.004057308136129082,0.07789174488612538,30.382901194358737,-2.47955322265625e-05,-0.0002235534486361157,0.0052204132080078125,10.957369804382324,10.958079814910889,0.0012249946594238281,0.0052204132080078125,0,0,0,-0.00015743392954175038,0.0052204132080078125,-0.0024595260620117188,6.117475190070302e-05,-0.0004151703290444582,10.965243543897357,-0.00022357844043305192,11.311796883063268,10.956850051879883
2024-04-01 17:30:00,0.00463132615362305,38.58514190317195,10.964640998840332,10.973375721651315,10.95590627602935,10.962619270597186,10.948048795972552,0.004676753434867998,0.07598144667489137,29.69315043532749,-3.19383582291063e-05,-9.217440197617499e-05,0.004189491271972656,10.956305027008057,10.956960201263428,0.0005049705505371094,0.004189491271972656,0,0,0,-0.00019355862913295052,0.004189491271972656,-0.0022401809692382812,2.9154823426205224e-05,-0.00035316499541355464,10.964796406882149,-9.217865029742448e-05,8.56469880725669,10.955840110778809
2024-04-01 17:35:00,0.003905938622192906,31.184741226582233,10.96419448852539,10.97388485584825,10.95450412120253,10.962704965046473,10.949458780742827,0.005281300840092493,0.07448101043701172,29.033459274349777,-4.857413622794127e-05,-5.205417708220583e-05,0.002689361572265625,10.955204963684082,10.955549716949463,0.00028514862060546875,0.002689361572265625,0,0,0,-0.00018299401209009858,0.002689361572265625,-0.0005598068237304688,6.572063767298455e-05,-0.00017975247257577895,10.964116368974958,-5.20555319478995e-05,7.273264111018158,10.955269813537598
2024-04-01 17:40:00,0.003213544036553273,23.247769173316556,10.963605451583863,10.974258922694151,10.952951980473575,10.96272781917027,10.950771150134859,0.005800525687020596,0.07235572678702162,28.484100454799783,-6.622684245208685e-05,-0.00011046854419083374,0.0036401748657226562,10.954280376434326,10.95467472076416,0.0006051063537597656,0.0036401748657226562,0,0,0,-0.00011700245355452665,0.0036401748657226562,-0.0012302398681640625,7.399376746144098e-05,-0.00025828177418599457,10.963189193180629,-0.00011047464628985903,7.696544127770894,10.954059600830078
2024-04-01 17:45:00,0.002776733430662759,23.503369377840457,10.962927961349488,10.973552371458885,10.95230355124009,10.962696756635394,10.95214067186628,0.005749248057431162,0.07395045416695645,28.014087977297248,-6.581325920253432e-05,0.00023193121741948985,0.004220008850097656,10.955689907073975,10.955825328826904,0.001270294189453125,0.004220008850097656,0,0,0,-4.926387089316808e-05,0.004220008850097656,0.0015497207641601562,0.00025097493271425604,-0.0001342363323778643,10.962267807551793,0.00023190432553264802,19.922896874569737,10.956600189208984
2024-04-01 17:50:00,0.00233593826821199,23.029674843564052,10.962621450424194,10.973740856334475,10.951502044513914,10.96283745765686,10.95349543435233,0.005673750558379751,0.07197889600481311,27.49461296600811,-6.836774397874937e-05,-9.678968124515741e-05,0.002849578857421875,10.955574989318848,10.956034660339355,0.000530242919921875,0.002849578857421875,0,0,0,-2.3911117414976425e-05,0.002849578857421875,-0.0009899139404296875,4.2911528961278136e-05,-0.0002171688940332433,10.96131065913609,-9.679436566862686e-05,14.819404286566618,10.95553970336914
2024-04-01 17:55:00,0.0019413973533524143,20.67313310739746,10.96229796409607,10.97389518802695,10.95070074016519,10.962627819606237,10.95479781287057,0.005372504971440027,0.07077629906790683,27.023035555628777,-7.32626233782087e-05,-2.733354480555228e-05,0.0029296875,10.955534934997559,10.955389976501465,0.00014972686767578125,0.0029296875,0,0,0,-1.094294598085188e-05,0.0029296875,-0.0002994537353515625,0.00013327279330373418,-0.00013414328836123735,10.960284982408796,-2.7333918373695407e-05,13.378310156500985,10.955240249633789
2024-04-01 18:00:00,0.0014959789264032963,14.165864922070426,10.961862468719483,10.974125991622387,10.949598945816579,10.96236641066415,10.955652350471134,0.004713541665950991,0.06803902898515979,26.457634553510083,-9.061365711447524e-05,-0.00016888065726261559,0.0044403076171875,10.954139709472656,10.95420503616333,0.0009250640869140625,0.0044403076171875,0,0,0,-3.4308242016933835e-05,0.0044403076171875,-0.0016298294067382812,0.00012231035822484056,-0.00028301136981420406,10.959016391209193,-0.0001688949192065479,7.159439130838519,10.953390121459961
2024-04-01 18:05:00,0.000980336668563453,15.608039348710989,10.961171436309815,10.974269455421716,10.948073417197914,10.962013176509313,10.956347828819638,0.00465668136823144,0.06474467686244445,26.038146805169678,-7.893114673849868e-05,-0.0002209750030081059,0.004220008850097656,10.95292043685913,10.951784610748291,0.0012102127075195312,0.004220008850097656,0,-1,0,-5.6409533780388266e-05,0.004220008850097656,-0.0016298294067382812,0.0002219487553498662,-0.00016334871127357748,10.957911355154854,-0.00022099942158141224,0.7955411585365854,10.950969696044922
