date,Adj Close,Daily Return,High-Low Range,Close-Open Change,Relative High,Relative Low,Open,High,Low,Close
2024-03-04 00:00:00,1.084481120109558,0.0,0.0,0.0,0.0,0.0,1.084481120109558,1.084481120109558,1.084481120109558,1.084481120109558
2024-03-04 00:05:00,1.084481120109558,0.0,0.00011754035949707031,0.0,0.00010838396106443602,0.0,1.084481120109558,1.0845986604690552,1.084481120109558,1.084481120109558
2024-03-04 00:10:00,1.0847163200378418,0.00021687784501023266,0.0002351999282836914,0.0002351999282836914,0.00021687784501027614,0.0,1.084481120109558,1.0847163200378418,1.084481120109558,1.0847163200378418
2024-03-04 00:15:00,1.0847163200378418,0.0,0.0001176595687866211,0.0001176595687866211,0.00010848212622329535,0.0,1.0845986604690552,1.0847163200378418,1.0845986604690552,1.0847163200378418
2024-03-04 00:20:00,1.0847163200378418,0.0,0.0001176595687866211,0.0001176595687866211,0.00010848212622329535,0.0,1.0845986604690552,1.0847163200378418,1.0845986604690552,1.0847163200378418
2024-03-04 00:25:00,1.0847163200378418,0.0,0.0,0.0,0.0,0.0,1.0847163200378418,1.0847163200378418,1.0847163200378418,1.0847163200378418
2024-03-04 00:30:00,1.0848339796066284,0.00010847035912808778,0.0001176595687866211,0.0,0.0,-0.00010845859458539971,1.0848339796066284,1.0848339796066284,1.0847163200378418,1.0848339796066284
2024-03-04 00:35:00,1.0848339796066284,0.0,0.0,0.0,0.0,0.0,1.0848339796066284,1.0848339796066284,1.0848339796066284,1.0848339796066284
2024-03-04 00:40:00,1.0850694179534912,0.00021702707629800422,0.0001176595687866211,0.0001176595687866211,0.00010844682067873206,0.0,1.0849517583847046,1.0850694179534912,1.0849517583847046,1.0850694179534912
2024-03-04 00:45:00,1.0850694179534912,0.0,0.0,0.0,0.0,0.0,1.0850694179534912,1.0850694179534912,1.0850694179534912,1.0850694179534912
2024-03-04 00:50:00,1.0849517583847046,-0.0001084350612411411,0.0001176595687866211,-0.0001176595687866211,0.0,-0.00010843506124109037,1.0850694179534912,1.0850694179534912,1.0849517583847046,1.0849517583847046
2024-03-04 00:55:00,1.0848339796066284,-0.00010855669587694905,0.00023543834686279297,-0.00023543834686279297,0.0,-0.00021697998576611293,1.0850694179534912,1.0850694179534912,1.0848339796066284,1.0848339796066284
2024-03-04 01:00:00,1.0847163200378418,-0.0001084585945854144,0.0001176595687866211,-0.0001176595687866211,0.0,-0.00010845859458539971,1.0848339796066284,1.0848339796066284,1.0847163200378418,1.0847163200378418
2024-03-04 01:05:00,1.0845986604690552,-0.00010847035912808778,0.0001176595687866211,-0.0001176595687866211,0.0,-0.00010847035912810492,1.0847163200378418,1.0847163200378418,1.0845986604690552,1.0845986604690552
2024-03-04 01:10:00,1.084481120109558,-0.00010837221525450413,0.00011754035949707031,-0.00011754035949707031,0.0,-0.00010837221525447742,1.0845986604690552,1.0845986604690552,1.084481120109558,1.084481120109558
2024-03-04 01:15:00,1.0847163200378418,0.00021687784501023266,0.0,0.0,0.0,0.0,1.0847163200378418,1.0847163200378418,1.0847163200378418,1.0847163200378418
2024-03-04 01:20:00,1.0845986604690552,-0.00010847035912808778,0.0001176595687866211,0.0,0.00010848212622329535,0.0,1.0845986604690552,1.0847163200378418,1.0845986604690552,1.0845986604690552
2024-03-04 01:25:00,1.0845986604690552,0.0,0.0,0.0,0.0,0.0,1.0845986604690552,1.0845986604690552,1.0845986604690552,1.0845986604690552
2024-03-04 01:30:00,1.084481120109558,-0.00010837221525450413,0.00011754035949707031,-0.00011754035949707031,0.0,-0.00010837221525447742,1.0845986604690552,1.0845986604690552,1.084481120109558,1.084481120109558
2024-03-04 01:35:00,1.0845986604690552,0.00010838396106449544,0.00011754035949707031,0.0,0.0,-0.00010837221525447742,1.0845986604690552,1.0845986604690552,1.084481120109558,1.0845986604690552
2024-03-04 01:40:00,1.0843634605407715,-0.00021685434147777904,0.0001176595687866211,-0.0001176595687866211,0.0,-0.00010849388394584011,1.084481120109558,1.084481120109558,1.0843634605407715,1.0843634605407715
2024-03-04 01:45:00,1.0843634605407715,0.0,0.0,0.0,0.0,0.0,1.0843634605407715,1.0843634605407715,1.0843634605407715,1.0843634605407715
2024-03-04 01:50:00,1.0841283798217773,-0.00021679144267450212,0.00023508071899414062,-0.00023508071899414062,0.0,-0.00021679144267449402,1.0843634605407715,1.0843634605407715,1.0841283798217773,1.0841283798217773
2024-03-04 01:55:00,1.0843634605407715,0.00021683845139519597,0.00023508071899414062,0.00023508071899414062,0.00021683845139519928,0.0,1.0841283798217773,1.0843634605407715,1.0841283798217773,1.0843634605407715
2024-03-04 02:00:00,1.0842459201812744,-0.00010839572133725106,0.00011754035949707031,-0.00011754035949707031,0.0,-0.00010839572133724701,1.0843634605407715,1.0843634605407715,1.0842459201812744,1.0842459201812744
2024-03-04 02:05:00,1.0842459201812744,0.0,0.00023508071899414062,0.00011754035949707031,0.00021683845139519928,0.0,1.0841283798217773,1.0843634605407715,1.0841283798217773,1.0842459201812744
2024-03-04 02:10:00,1.0843634605407715,0.00010840747224349911,0.00023508071899414062,0.00023508071899414062,0.00021683845139519928,0.0,1.0841283798217773,1.0843634605407715,1.0841283798217773,1.0843634605407715
2024-03-04 02:15:00,1.0845986604690552,0.0002169013774830919,0.0002351999282836914,0.0002351999282836914,0.00021690137748315249,0.0,1.0843634605407715,1.0845986604690552,1.0843634605407715,1.0845986604690552
2024-03-04 02:20:00,1.0845986604690552,0.0,0.0,0.0,0.0,0.0,1.0845986604690552,1.0845986604690552,1.0845986604690552,1.0845986604690552
2024-03-04 02:25:00,1.0845986604690552,0.0,0.0001176595687866211,0.0,0.00010848212622329535,0.0,1.0845986604690552,1.0847163200378418,1.0845986604690552,1.0845986604690552
2024-03-04 02:30:00,1.0847163200378418,0.00010848212622338593,0.0001176595687866211,0.0,0.0,-0.00010847035912810492,1.0847163200378418,1.0847163200378418,1.0845986604690552,1.0847163200378418
2024-03-04 02:35:00,1.0847163200378418,0.0,0.0001176595687866211,-0.0001176595687866211,0.0,-0.00010845859458539971,1.0848339796066284,1.0848339796066284,1.0847163200378418,1.0847163200378418
2024-03-04 02:40:00,1.0848339796066284,0.00010847035912808778,0.0001176595687866211,0.0001176595687866211,0.00010847035912810492,0.0,1.0847163200378418,1.0848339796066284,1.0847163200378418,1.0848339796066284
2024-03-04 02:45:00,1.0848339796066284,0.0,0.0,0.0,0.0,0.0,1.0848339796066284,1.0848339796066284,1.0848339796066284,1.0848339796066284
2024-03-04 02:50:00,1.0848339796066284,0.0,0.0,0.0,0.0,0.0,1.0848339796066284,1.0848339796066284,1.0848339796066284,1.0848339796066284
2024-03-04 02:55:00,1.0848339796066284,0.0,0.0,0.0,0.0,0.0,1.0848339796066284,1.0848339796066284,1.0848339796066284,1.0848339796066284
2024-03-04 03:00:00,1.0847163200378418,-0.0001084585945854144,0.0001176595687866211,-0.0001176595687866211,0.0,-0.00010845859458539971,1.0848339796066284,1.0848339796066284,1.0847163200378418,1.0847163200378418
2024-03-04 03:05:00,1.0847163200378418,0.0,0.0001176595687866211,0.0,0.0,-0.00010847035912810492,1.0847163200378418,1.0847163200378418,1.0845986604690552,1.0847163200378418
2024-03-04 03:10:00,1.084481120109558,-0.0002168308192094237,0.0002351999282836914,-0.0002351999282836914,0.0,-0.00021683081920947418,1.0847163200378418,1.0847163200378418,1.084481120109558,1.084481120109558
2024-03-04 03:15:00,1.0847163200378418,0.00021687784501023266,0.0001176595687866211,0.0001176595687866211,0.00010848212622329535,0.0,1.0845986604690552,1.0847163200378418,1.0845986604690552,1.0847163200378418
2024-03-04 03:20:00,1.0847163200378418,0.0,0.0,0.0,0.0,0.0,1.0847163200378418,1.0847163200378418,1.0847163200378418,1.0847163200378418
2024-03-04 03:25:00,1.0847163200378418,0.0,0.0,0.0,0.0,0.0,1.0847163200378418,1.0847163200378418,1.0847163200378418,1.0847163200378418
2024-03-04 03:30:00,1.0845986604690552,-0.00010847035912808778,0.0001176595687866211,-0.0001176595687866211,0.0,-0.00010847035912810492,1.0847163200378418,1.0847163200378418,1.0845986604690552,1.0845986604690552
2024-03-04 03:35:00,1.0847163200378418,0.00010848212622338593,0.0001176595687866211,0.0001176595687866211,0.00010848212622329535,0.0,1.0845986604690552,1.0847163200378418,1.0845986604690552,1.0847163200378418
2024-03-04 03:40:00,1.0845986604690552,-0.00010847035912808778,0.0001176595687866211,-0.0001176595687866211,0.0,-0.00010847035912810492,1.0847163200378418,1.0847163200378418,1.0845986604690552,1.0845986604690552
2024-03-04 03:45:00,1.0847163200378418,0.00010848212622338593,0.0,0.0,0.0,0.0,1.0847163200378418,1.0847163200378418,1.0847163200378418,1.0847163200378418
2024-03-04 03:50:00,1.0847163200378418,0.0,0.0,0.0,0.0,0.0,1.0847163200378418,1.0847163200378418,1.0847163200378418,1.0847163200378418
2024-03-04 03:55:00,1.0847163200378418,0.0,0.0,0.0,0.0,0.0,1.0847163200378418,1.0847163200378418,1.0847163200378418,1.0847163200378418
2024-03-04 04:00:00,1.0848339796066284,0.00010847035912808778,0.0001176595687866211,0.0001176595687866211,0.00010847035912810492,0.0,1.0847163200378418,1.0848339796066284,1.0847163200378418,1.0848339796066284
2024-03-04 04:05:00,1.0848339796066284,0.0,0.0001176595687866211,0.0001176595687866211,0.00010847035912810492,0.0,1.0847163200378418,1.0848339796066284,1.0847163200378418,1.0848339796066284
2024-03-04 04:10:00,1.0848339796066284,0.0,0.0001176595687866211,0.0,0.0,-0.00010845859458539971,1.0848339796066284,1.0848339796066284,1.0847163200378418,1.0848339796066284
2024-03-04 04:15:00,1.0848339796066284,0.0,0.0001176595687866211,0.0,0.0,-0.00010845859458539971,1.0848339796066284,1.0848339796066284,1.0847163200378418,1.0848339796066284
2024-03-04 04:20:00,1.0848339796066284,0.0,0.0,0.0,0.0,0.0,1.0848339796066284,1.0848339796066284,1.0848339796066284,1.0848339796066284
2024-03-04 04:25:00,1.0848339796066284,0.0,0.0,0.0,0.0,0.0,1.0848339796066284,1.0848339796066284,1.0848339796066284,1.0848339796066284
